concessionaria;ano_do_pnv_snv;tipo_de_radar;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude;velocidade_leve;velocidade_pesado
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;430,885;Anápolis;Principal;Crescente;Ativo;;-16,272530;-48,972678;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;433,045;Anápolis;Principal;Crescente;Ativo;;-16,282801;-48,955326;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;434,425;Anápolis;Principal;Crescente;Ativo;;-16,286986;-48,943195;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;435,425;Anápolis;Principal;Decrescente;Ativo;;-16,291348;-48,935040;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;436,635;Anápolis;Principal;Crescente;Ativo;;-16,299461;-48,927526;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;437,270;Anápolis;Principal;Decrescente;Ativo;;-16,304463;-48,924616;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;440,775;Anápolis;Principal;Decrescente;Ativo;;-16,335995;-48,922490;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;441,030;Anápolis;Principal;Crescente;Ativo;;-16,338150;-48,922778;80;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-80;GO;130,210;Barro Alto;Principal;Decrescente;Ativo;;-14,988166;-48,911473;50;50
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-80;GO;129,930;Barro Alto;Principal;Crescente;Ativo;;-14,989301;-48,909156;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-80;GO;125,000;Barro Alto;Principal;Crescente/Decrescente;Ativo;;-15,030973;-48,893726;80;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-80;GO;94,500;Vila Propício;Principal;Crescente/Decrescente;Ativo;;-15,208355;-48,701911;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-414;GO;332,760;Cocalzinho de Goiás;Principal;Crescente/Decrescente;Ativo;;-15,486599;-48,618535;60;60
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-414;GO;356,400;Cocalzinho de Goiás;Principal;Crescente;Ativo;;-15,670209;-48,698215;60;60
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-414;GO;356,715;Cocalzinho de Goiás;Principal;Decrescente;Ativo;;-15,671297;-48,700759;60;60
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-414;GO;362,800;Cocalzinho de Goiás;Principal;Crescente/Decrescente;Ativo;;-15,715381;-48,695734;60;60
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-414;GO;363,600;Cocalzinho de Goiás;Principal;Crescente/Decrescente;Ativo;;-15,722055;-48,699035;60;60
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-414;GO;392,625;Corumbá de Goiás;Principal;Crescente;Ativo;;-15,916196;-48,807403;50;50
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-414;GO;394,515;Corumbá de Goiás;Principal;Decrescente;Ativo;;-15,931451;-48,805083;50;50
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-414;GO;412,000;Abadiânia;Principal;Crescente/Decrescente;Ativo;;-16,052248;-48,853335;40;40
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-414;GO;417,230;Abadiânia;Principal;Crescente;Ativo;;-16,103908;-48,869386;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-414;GO;432,375;Abadiânia;Principal;Crescente/Decrescente;Ativo;;-16,217023;-48,920243;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-414;GO;421,400;Abadiânia;Principal;Crescente/Decrescente;Ativo;;-16,127488;-48,895143;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-414;GO;434,870;Anápolis;Principal;Crescente;Ativo;;-16,236223;-48,932407;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-414;GO;436,360;Anápolis;Principal;Decrescente;Ativo;;-16,249033;-48,934741;60;60
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-414;GO;438,600;Anápolis;Principal;Crescente/Decrescente;Ativo;;-16,268962;-48,939551;60;60
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-414;GO;440,800;Anápolis;Principal;Crescente/Decrescente;Ativo;;-16,282363;-48,942771;60;60
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;643,400;Uberlândia;Principal;Decrescente;Ativo;;-18,883260;-48,478578;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;637,940;Uberlândia;Principal;Decrescente;Ativo;;-18,889145;-48,444055;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;637,645;Uberlândia;Principal;Crescente;Ativo;;-18,889142;-48,441237;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;635,850;Uberlândia;Principal;Decrescente;Ativo;;-18,891811;-48,424400;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;629,170;Uberlândia;Principal;Crescente;Ativo;;-18,900505;-48,361980;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;628,600;Uberlândia;Principal;Decrescente;Ativo;;-18,901461;-48,356681;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;627,090;Uberlândia;Principal;Decrescente;Ativo;;-18,904031;-48,340730;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;626,000;Uberlândia;Principal;Crescente;Ativo;;-18,906409;-48,332917;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;710,870;Monte Alegre de Minas;Principal;Decrescente;Ativo;;-18,879289;-49,096271;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;159,150;Jataí;Principal;Crescente;Ativo;;-18,094142;-51,497463;50;50
ECOVIAS DO CERRADO;2020;Redutor;BR-364;GO;172,800;Jataí;Principal;Crescente/Decrescente;Ativo;;-17,999415;-51,572820;60;60
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;166,000;Jataí;Principal;Crescente;Ativo;;-18,051328;-51,544559;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;101,000;Cachoeira Alta;Principal;Decrescente;Ativo;;-18,403368;-51,105432;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;116,300;Aparecida do Rio Doce;Principal;Decrescente;Ativo;;-18,290596;-51,165266;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;56,820;Cachoeira Alta;Principal;Crescente/Decrescente;Ativo;;-18,757252;-50,932331;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;106,200;Cachoeira Alta;Principal;Crescente/Decrescente;Ativo;;-18,359134;-51,119269;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;100,500;Cachoeira Alta;Principal;Crescente;Ativo;;-18,414519;-51,096512;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;29,000;Paranaiguara;Principal;Crescente;Ativo;;-18,895130;-50,725629;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;6,850;São Simão;Principal;Crescente/Decrescente;Ativo;;-19,005163;-50,554056;60;60
ECOVIAS DO CERRADO;2020;Redutor;BR-364;GO;5,380;São Simão;Principal;Crescente;Ativo;;-19,013493;-50,542701;50;50
ECOVIAS DO CERRADO;2020;Controlador;BR-364;GO;65,000;Cachoeira Alta;Principal;Crescente/Decrescente;Ativo;;-18,692943;-50,973194;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;869,300;Santa Vitória;Principal;Crescente;Ativo;;-19,046004;-50,494352;60;60
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;739,900;Ituiutaba;Principal;Crescente/Decrescente;Ativo;;-18,912353;-49,370360;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;780,300;Ituiutaba;Principal;Crescente/Decrescente;Ativo;;-18,956561;-49,728001;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;739,000;Ituiutaba;Principal;Crescente/Decrescente;Ativo;;-18,911026;-49,361912;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;726,500;Monte Alegre de Minas;Principal;Crescente/Decrescente;Ativo;;-18,894586;-49,245310;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;688,000;Monte Alegre de Minas;Principal;Crescente;Ativo;;-18,876278;-48,880364;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;687,150;Monte Alegre de Minas;Principal;Decrescente;Ativo;;-18,874653;-48,873571;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;685,900;Monte Alegre de Minas;Principal;Crescente;Ativo;;-18,865178;-48,866696;80;80
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;654,820;Monte Alegre de Minas;Principal;Crescente;Ativo;;-18,871536;-48,598392;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;681,000;Monte Alegre de Minas;Principal;Decrescente;Ativo;;-18,849724;-48,827328;110;90
ECOVIAS DO CERRADO;2020;Controlador;BR-365;MG;681,000;Monte Alegre de Minas;Principal;Decrescente;Ativo;;-18,849724;-48,827328;110;90
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;323,700;Niterói;Principal;Crescente;Ativo;;-22,873872;-43,125076;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;323,700;Niterói;Principal;Decrescente;Ativo;;-22,873872;-43,125076;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;325,940;Niterói;Principal;Decrescente;Ativo;;-22,871861;-43,147095;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;327,630;Niterói;Principal;Crescente;Ativo;;-22,870416;-43,163312;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;329,900;Niterói;Principal;Crescente;Ativo;;-22,868429;-43,185028;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;329,900;Niterói;Principal;Decrescente;Ativo;;-22,868429;-43,185028;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;332,720;Niterói;Principal;Crescente;Ativo;;-22,876172;-43,208744;80;80
ECOVIAS PONTE;2017;Controlador;BR-101;RJ;332,720;Niterói;Principal;Decrescente;Ativo;;-22,876172;-43,208744;80;80
ECOVIAS RIO MINAS;2021;Redutor;BR-116;RJ;39,075;São José do Vale do Rio Preto;Principal;Crescente/Decrescente;Ativo;;-22,122826;-42,778941;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;40,305;São José do Vale do Rio Preto;Principal;Crescente;Ativo;;-22,132894;-42,779433;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;40,515;Teresópolis;Principal;Decrescente;Ativo;;-22,134420;-42,780190;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;56,520;Teresópolis;Principal;Crescente/Decrescente;Ativo;;-22,204540;-42,897440;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;64,353;Teresópolis;Principal;Crescente/Decrescente;Ativo;;-22,267896;-42,924814;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;69,552;Teresópolis;Principal;Crescente/Decrescente;Ativo;;-22,311107;-42,937463;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;73,197;Teresópolis;Principal;Crescente/Decrescente;Ativo;;-22,342190;-42,939370;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;80,805;Teresópolis;Principal;Crescente/Decrescente;Ativo;;-22,391970;-42,953080;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;94,653;Guapimirim;Principal;Crescente;Ativo;;-22,466400;-43,001085;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;202,702;Queimados;Principal;Decrescente;Ativo;;-22,731833;-43,619722;100;80
ECOVIAS RIO MINAS;2021;Redutor;BR-465;RJ;7,266;Seropédica;Principal;Crescente;Ativo;;-22,760311;-43,687341;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;2,241;Sapucaia;Principal;Decrescente;Ativo;;-21,881485;-42,680909;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;10,500;Seropédica;Principal;Decrescente;Ativo;;-22,777844;-43,662371;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;580,470;Manhuaçu;Principal;Crescente;Ativo;;-20,197911;-42,183333;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;10,380;Seropédica;Principal;Crescente;Ativo;;-22,777844;-43,662371;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;171,265;Rio de Janeiro;Principal;Decrescente;Ativo;;-22,808143;-43,339485;100;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;108,170;Guapimirim;Principal;Crescente;Ativo;;-22,533422;-42,993942;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;173,460;São João de Meriti;Principal;Decrescente;Ativo;;-22,797708;-43,358346;100;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;415,520;Governador Valadares;Principal;Crescente;Ativo;;-18,894123;-41,947656;30;30
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;499,435;Inhapim;Principal;Decrescente;Ativo;;-19,558872;-42,123319;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;497,200;Inhapim;Principal;Decrescente;Ativo;;-19,540845;-42,126032;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;8,363;Seropédica;Principal;Crescente/Decrescente;Ativo;;-22,766679;-43,679424;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;519,765;Caratinga;Principal;Decrescente;Ativo;;-19,726710;-42,132830;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;410,970;Governador Valadares;Principal;Crescente;Ativo;;-18,867039;-41,973164;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;411,000;Governador Valadares;Principal;Decrescente;Ativo;;-18,867078;-41,972672;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;413,185;Governador Valadares;Principal;Crescente;Ativo;;-18,881592;-41,958552;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;413,205;Governador Valadares;Principal;Decrescente;Ativo;;-18,881504;-41,958267;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;415,100;Governador Valadares;Principal;Crescente/Decrescente;Ativo;;-18,890540;-41,946506;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;416,515;Governador Valadares;Principal;Crescente/Decrescente;Ativo;;-18,902136;-41,944369;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;422,815;Alpercata;Principal;Crescente/Decrescente;Ativo;;-18,951785;-41,956907;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;426,855;Alpercata;Principal;Crescente;Ativo;;-18,976870;-41,982660;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;454,950;Engenheiro Caldas;Principal;Crescente/Decrescente;Ativo;;-19,193822;-42,043659;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;497,220;Inhapim;Principal;Crescente;Ativo;;-19,322620;-42,073410;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;499,435;Inhapim;Principal;Crescente;Ativo;;-19,558904;-42,123465;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;507,760;Ubaporanga;Principal;Crescente;Ativo;;-19,628302;-42,106406;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;526,220;Caratinga;Principal;Crescente;Ativo;;-19,782227;-42,133357;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;526,430;Caratinga;Principal;Crescente;Ativo;;-19,783998;-42,133945;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;526,630;Caratinga;Principal;Crescente;Ativo;;-19,785589;-42,134872;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;526,650;Caratinga;Principal;Decrescente;Ativo;;-19,785830;-42,134755;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;527,140;Caratinga;Principal;Crescente;Ativo;;-19,789842;-42,136723;30;30
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;527,290;Caratinga;Principal;Decrescente;Ativo;;-19,791157;-42,137105;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;528,595;Caratinga;Principal;Crescente;Ativo;;-19,802239;-42,136817;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;528,755;Caratinga;Principal;Decrescente;Ativo;;-19,803494;-42,136042;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;536,885;Santa Rita de Minas;Principal;Crescente/Decrescente;Ativo;;-19,870491;-42,133779;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;550,150;Santa Bárbara do Leste;Principal;Crescente/Decrescente;Ativo;;-19,977516;-42,139335;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;672,275;Miradouro;Principal;Crescente;Ativo;;-20,888099;-42,340120;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;672,425;Miradouro;Principal;Decrescente;Ativo;;-20,889364;-42,339606;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;700,705;Muriaé;Principal;Crescente;Ativo;;-21,111633;-42,380914;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;RJ;31,125;Sapucaia;Principal;Decrescente;Ativo;;-22,079484;-42,798957;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;486,915;Inhapim;Principal;Crescente;Ativo;;-19,452405;-42,128979;60;60
ECOVIAS RIO MINAS;2021;Redutor;BR-116;RJ;70,165;Teresópolis;Principal;Crescente;Ativo;;-22,315730;-42,938040;60;60
ECOVIAS RIO MINAS;2021;Redutor;BR-116;RJ;70,255;Teresópolis;Principal;Decrescente;Ativo;;-22,316471;-42,937709;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;98,470;Guapimirim;Principal;Crescente;Ativo;;-22,480926;-42,996295;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;98,680;Guapimirim;Principal;Decrescente;Ativo;;-22,483340;-42,996450;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;519,735;Caratinga;Principal;Decrescente;Ativo;;-19,726100;-42,132895;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;487,155;Inhapim;Principal;Decrescente;Ativo;;-19,452840;-42,129200;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;415,520;Governador Valadares;Principal;Decrescente;Ativo;;-18,894380;-41,947530;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;81,915;Teresópolis;Principal;Crescente;Ativo;;-22,400853;-42,954024;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;180,205;Belford Roxo;Principal;Crescente;Ativo;;-22,765832;-43,414113;100;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;412,555;Governador Valadares;Principal;Decrescente;Ativo;;-18,877520;-41,962730;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;426,855;Alpercata;Principal;Decrescente;Ativo;;-18,976962;-41,982540;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;507,760;Ubaporanga;Principal;Decrescente;Ativo;;-19,628317;-42,106262;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;537,285;Santa Rita de Minas;Principal;Crescente/Decrescente;Ativo;;-19,873768;-42,132397;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;409,630;Governador Valadares;Principal;Crescente;Ativo;;-18,855386;-41,975951;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;409,675;Governador Valadares;Principal;Decrescente;Ativo;;-18,855671;-41,975587;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;410,320;Governador Valadares;Principal;Crescente;Ativo;;-18,861350;-41,974572;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;410,360;Governador Valadares;Principal;Decrescente;Ativo;;-18,861639;-41,974038;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;700,705;Muriaé;Principal;Decrescente;Ativo;;-21,111661;-42,380767;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;701,900;Muriaé;Principal;Crescente;Ativo;;-21,178522;-42,373054;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;702,050;Muriaé;Principal;Decrescente;Ativo;;-21,186662;-42,367155;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;703,850;Muriaé;Principal;Crescente;Ativo;;-21,136393;-42,386893;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;704,215;Muriaé;Principal;Decrescente;Ativo;;-21,138710;-42,384563;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;710,235;Muriaé;Principal;Decrescente;Ativo;;-21,180376;-42,372520;60;60
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;711,315;Muriaé;Principal;Decrescente;Ativo;;-21,188074;-42,366924;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;769,115;Leopoldina;Principal;Crescente/Decrescente;Ativo;;-21,549879;-42,669293;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;770,245;Leopoldina;Principal;Crescente;Ativo;;-21,553421;-42,677485;60;60
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;770,245;Leopoldina;Principal;Decrescente;Ativo;;-21,553390;-42,677364;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;781,485;Leopoldina;Principal;Crescente;Ativo;;-21,625828;-42,699463;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;781,735;Leopoldina;Principal;Decrescente;Ativo;;-21,627696;-42,699287;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;815,425;Além Paraíba;Principal;Crescente;Ativo;;-21,865064;-42,672251;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;815,680;Além Paraíba;Principal;Decrescente;Ativo;;-21,866958;-42,671022;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;4,630;Seropédica;Principal;Crescente/Decrescente;Ativo;;-22,741809;-43,704686;40;40
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;7,508;Seropédica;Principal;Decrescente;Ativo;;-22,762017;-43,685441;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;9,960;Seropédica;Principal;Crescente/Decrescente;Ativo;;-22,773583;-43,667195;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;13,138;Seropédica;Principal;Crescente/Decrescente;Ativo;;-22,796876;-43,646654;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;14,360;Seropédica;Principal;Crescente/Decrescente;Ativo;;-22,805121;-43,638536;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;20,210;Nova Iguaçu;Principal;Crescente/Decrescente;Ativo;;-22,846071;-43,605859;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;21,220;Nova Iguaçu;Principal;Crescente/Decrescente;Ativo;;-22,853409;-43,601948;30;30
ECOVIAS RIO MINAS;2021;Redutor;BR-493;RJ;19,215;Magé;Principal;Crescente/Decrescente;Ativo;;-22,665040;-43,030290;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;180,110;Belford Roxo;Principal;Decrescente;Ativo;;-22,765991;-43,414247;100;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;182,085;Nova Iguaçu;Principal;Decrescente;Ativo;;-22,757356;-43,430584;100;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;184,248;Nova Iguaçu;Principal;Decrescente;Ativo;;-22,745900;-43,447000;100;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;185,345;Nova Iguaçu;Principal;Crescente;Ativo;;-22,740634;-43,414113;100;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;186,955;Nova Iguaçu;Principal;Crescente;Ativo;;-22,738883;-43,471171;100;80
ECOVIAS RIO MINAS;2021;Redutor;BR-116;RJ;30,850;Sapucaia;Principal;Crescente;Ativo;;-22,078243;-42,797359;40;40
ELOVIAS;2020;Controlador;BR-40;RJ;24,900;Três Rios;Principal;Decrescente;Ativo;;-22,148066;-43,158292;70;70
ELOVIAS;2020;Controlador;BR-40;RJ;64,700;Petrópolis;Principal;Crescente;Ativo;;-22,427058;-43,158645;70;70
ELOVIAS;2020;Controlador;BR-40;MG;781,000;Juiz de Fora;Principal;Decrescente;Ativo;;-21,705447;-43,450948;70;70
ELOVIAS;2020;Controlador;BR-40;MG;780,900;Juiz de Fora;Principal;Crescente;Ativo;;-21,704476;-43,451743;70;70
ELOVIAS;2020;Controlador;BR-40;MG;784,600;Juiz de Fora;Principal;Decrescente;Ativo;;-21,732482;-43,439310;70;70
ELOVIAS;2020;Controlador;BR-40;MG;815,200;Matias Barbosa;Principal;Crescente;Ativo;;-21,918528;-43,322804;70;70
ELOVIAS;2020;Controlador;BR-40;MG;815,800;Matias Barbosa;Principal;Decrescente;Ativo;;-21,923099;-43,320567;70;70
ELOVIAS;2020;Controlador;BR-40;RJ;65,000;Petrópolis;Principal;Decrescente;Ativo;;-22,428082;-43,161750;70;70
ELOVIAS;2020;Controlador;BR-40;RJ;72,500;Petrópolis;Principal;Crescente;Ativo;;-22,461620;-43,222137;70;70
ELOVIAS;2020;Controlador;BR-40;RJ;74,600;Petrópolis;Principal;Decrescente;Ativo;;-22,479247;-43,217286;70;70
ELOVIAS;2020;Controlador;BR-40;RJ;80,000;Petrópolis;Principal;Crescente;Ativo;;-22,498044;-43,228858;70;70
ELOVIAS;2020;Controlador;BR-40;RJ;80,160;Petrópolis;Principal;Decrescente;Ativo;;-22,519988;-43,228025;70;70
ELOVIAS;2020;Controlador;BR-40;RJ;83,700;Petrópolis;Principal;Crescente;Ativo;;-22,521737;-43,235255;70;70
ELOVIAS;2020;Controlador;BR-40;RJ;86,800;Petrópolis;Principal;Crescente;Ativo;;-22,542299;-43,233504;70;70
ELOVIAS;2020;Controlador;BR-40;RJ;96,440;Duque de Caxias;Principal;Decrescente;Ativo;;-22,582992;-43,262401;50;50
ELOVIAS;2020;Controlador;BR-40;RJ;105,900;Duque de Caxias;Principal;Decrescente;Ativo;;-22,646195;-43,283664;90;90
EPR IGUAÇU;2019;Redutor;BR-277;PR;305,550;Prudentópolis;Principal;Crescente;Ativo;;-25,298716;-51,143938;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;305,550;Prudentópolis;Principal;Decrescente;Ativo;;-25,298716;-51,143938;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;368,000;Guarapuava;Principal;Crescente;Ativo;;-25,413785;-51,675873;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;368,000;Guarapuava;Principal;Decrescente;Ativo;;-25,413785;-51,675873;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;609,500;Céu Azul;Principal;Crescente;Ativo;;-25,050614;-53,620300;50;50
EPR IGUAÇU;2019;Redutor;BR-277;PR;609,500;Céu Azul;Principal;Decrescente;Ativo;;-25,050614;-53,620300;50;50
