concessionaria;ano_do_pnv_snv;rodovia_uf;sentido;subtipo_de_pista;numero_de_faixas;km_m_inicial;latitude_inicial;latitude_final;km_m_final;longitude_inicial;longitude_final
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Decrescente;Multifaixa;3;615,000;-25,573895;-25,568820;614,400;-49,180077;-49,181751
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;Multifaixa;3;215,700;-27,657632;-27,549681;201,139;-48,678261;-48,619561
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;Dupla;2;222,400;-27,712591;-27,657632;215,701;-48,650753;-48,678261
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Crescente;Multifaixa;3;109,941;-25,563428;-25,555499;111,804;-49,256615;-49,272998
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Crescente;Dupla;2;111,805;-25,555200;-25,544032;115,200;-49,273129;-49,304237
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;Multifaixa;3;84,860;-25,445606;-25,430439;82,072;-49,091718;-49,083202
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;Dupla;2;87,680;-25,475720;-25,445606;84,861;-49,095698;-49,091718
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;Multifaixa;3;88,565;-25,480532;-25,475720;87,681;-49,102888;-49,095698
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;Dupla;2;90,350;-25,492969;-25,480532;88,566;-49,114263;-49,102888
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;Multifaixa;3;91,400;-25,500928;-25,492969;90,351;-49,120068;-49,114263
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;Dupla;2;93,000;-25,513006;-25,500928;91,401;-49,129035;-49,120068
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;Multifaixa;3;94,700;-25,525412;-25,513006;93,001;-49,138815;-49,129035
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;Dupla;2;99,700;-25,564354;-25,525412;94,701;-49,156450;-49,138815
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;Multifaixa;3;100,700;-25,566108;-25,564354;99,701;-49,166015;-49,156450
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;Dupla;2;103,789;-25,571471;-25,566108;100,701;-49,196248;-49,166015
AUTOPISTA LITORAL SUL;2009;Contorno de Florianópolis/SC;Crescente;Dupla;2;0,000;-27,352420;-27,683980;48,700;-48,633410;-48,667375
AUTOPISTA LITORAL SUL;2009;Contorno de Florianópolis/SC;Decrescente;Dupla;2;0,000;-27,351068;-27,686432;48,700;-48,632503;-48,665973
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;1;142,961;-25,789325;-25,789673;142,999;-49,327164;-49,327315
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;2;143,000;-25,789673;-25,795785;143,690;-49,327315;-49,328696
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;1;143,691;-25,795785;-25,806402;144,930;-49,328696;-49,327221
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;2;144,931;-25,806402;-25,810649;145,410;-49,327221;-49,326849
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;1;145,411;-25,810649;-25,833075;148,200;-49,326849;-49,336675
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;2;148,201;-25,833075;-25,838175;149,020;-49,336675;-49,342557
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;1;149,021;-25,838175;-25,867963;154,289;-49,342557;-49,376106
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;2;154,290;-25,867693;-25,865113;155,250;-49,376106;-49,384871
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;1;155,251;-25,865113;-25,864680;159,540;-49,384871;-49,425022
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;2;159,541;-25,864680;-25,865989;160,920;-49,425022;-49,438431
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;1;160,921;-25,865989;-25,865603;161,200;-49,438431;-49,440985
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;2;161,201;-25,865603;-25,865426;161,850;-49,440985;-49,447094
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;1;161,851;-25,865426;-25,890652;169,750;-49,447094;-49,517981
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;2;169,751;-25,890652;-25,893308;171,090;-49,517981;-49,529413
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;1;171,091;-25,893308;-25,916550;180,220;-49,529413;-49,610844
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;2;180,221;-25,916550;-25,921962;181,220;-49,610844;-49,619221
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;1;181,221;-25,921962;-26,013392;193,379;-49,619221;-49,672337
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;2;193,380;-26,013392;-26,030601;196,000;-49,672337;-49,687609
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;142,801;-25,788093;-25,794370;143,530;-49,326755;-49,328314
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;143,531;-25,794370;-25,798422;144,000;-49,328314;-49,329284
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;144,001;-25,798422;-25,812337;145,650;-49,329284;-49,328157
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;145,651;-25,812337;-25,816671;146,240;-49,328157;-49,331583
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;146,241;-25,816671;-25,819332;146,574;-49,331583;-49,333406
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;146,575;-25,819332;-25,829862;147,820;-49,333406;-49,335878
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;147,821;-25,829862;-25,863092;152,500;-49,335878;-49,362230
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;152,501;-25,863092;-25,868444;153,150;-49,362230;-49,365429
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;153,151;-25,868444;-25,866169;154,885;-49,365429;-49,381468
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;154,886;-25,866169;-25,865263;155,425;-49,381468;-49,386603
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;155,426;-25,865263;-25,862612;156,900;-49,386603;-49,400891
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;156,901;-25,862612;-25,861667;157,350;-49,400891;-49,405333
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;157,351;-25,861667;-25,865249;158,634;-49,405333;-49,416160
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;158,635;-25,865208;-25,864942;159,340;-49,416258;-49,423110
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;159,341;-25,864942;-25,865321;161,450;-49,423110;-49,443363
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;161,451;-25,865321;-25,868463;162,700;-49,443363;-49,454793
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;162,701;-25,868463;-25,894408;170,450;-49,454793;-49,523501
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;170,451;-25,894408;-25,891913;171,450;-49,523501;-49,532548
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;171,451;-25,891913;-25,896875;173,475;-49,532548;-49,551406
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;173,476;-25,896875;-25,901831;175,100;-49,551406;-49,566175
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;175,101;-25,901831;-25,907677;176,500;-49,566175;-49,578521
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;176,501;-25,907677;-25,914987;178,700;-49,578521;-49,597986
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;178,701;-25,914987;-25,931353;183,000;-49,597986;-49,632914
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;183,001;-25,931353;-25,937084;183,900;-49,632914;-49,638038
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;183,901;-25,937084;-25,973803;188,650;-49,638038;-49,661299
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;188,651;-25,973803;-25,985403;190,200;-49,661299;-49,665178
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;190,201;-25,985403;-26,034340;196,574;-49,665178;-49,691690
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;196,575;-26,034381;-26,053808;199,680;-49,691733;-49,710796
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;199,681;-26,053808;-26,061025;201,950;-49,710796;-49,730868
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;201,951;-26,061025;-26,067666;202,700;-49,730868;-49,730196
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;202,701;-26,067666;-26,071071;204,000;-49,730196;-49,740577
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;2;204,001;-26,071071;-26,074638;206,000;-49,740577;-49,755736
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Dupla;2;115,000;-25,541951;-25,789325;142,960;-49,302827;-49,327164
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Dupla;2;115,000;-25,541951;-25,788169;142,800;-49,302827;-49,326804
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;Simples;1;196,001;-26,030601;-26,108027;211,800;-49,687609;-49,783408
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;Simples;1;206,001;-26,074638;-26,108853;211,800;-49,755736;-49,784141
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;Simples;1;0,000;-26,109172;-28,208807;310,240;-49,784422;-50,758695
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;Simples;1;0,000;-26,109172;-28,208807;310,240;-49,784422;-50,758695
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;268,900;-23,607671;-23,617042;273,470;-46,752247;-46,793081
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;273,471;-23,617042;-23,636189;278,520;-46,793081;-46,832511
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;278,521;-23,636189;-23,641506;279,310;-46,832511;-46,837104
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;279,311;-23,641106;-23,775986;297,310;-46,837104;-46,914861
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;297,311;-23,775986;-23,784466;298,325;-46,914861;-46,914114
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;298,326;-23,784466;-23,820175;303,000;-46,914114;-46,924788
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;303,001;-23,820175;-23,828649;304,025;-46,924788;-46,927127
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;304,026;-23,828649;-24,048677;340,500;-46,927127;-47,198641
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;347,681;-24,051641;-24,051800;348,900;-47,202175;-47,213281
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;348,901;-24,051800;-24,143192;366,000;-47,213281;-47,285828
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;366,001;-24,143192;-24,314717;402,300;-47,285828;-47,522154
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;402,301;-24,314717;-24,317820;403,180;-47,522154;-47,529777
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;403,181;-24,317820;-24,333595;411,000;-47,529777;-47,600769
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;411,001;-24,333595;-24,331112;412,200;-47,600769;-47,611946
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;412,201;-24,331112;-24,385393;425,900;-47,611946;-47,715432
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;426,101;-24,386688;-24,387688;426,550;-47,716411;-47,720588
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;427,581;-24,394428;-24,606972;459,180;-47,725727;-47,879681
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;459,181;-24,606972;-24,610529;459,700;-47,879681;-47,883013
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;459,701;-24,610529;-24,616174;460,600;-47,883013;-47,888931
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;460,601;-24,616174;-24,619093;461,080;-47,888931;-47,891995
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;461,081;-24,619093;-24,777168;498,000;-47,891995;-48,172058
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;498,001;-24,777168;-24,915383;523,400;-48,172058;-48,255536
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;523,401;-24,915383;-24,960887;543,500;-48,255536;-48,416315
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;543,501;-24,960887;-25,001741;558,350;-48,416315;-48,508632
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;558,351;-25,001741;-25,036062;565,000;-48,508632;-48,545789
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;565,001;-25,036062;-25,043414;566,390;-48,545789;-48,553642
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;566,391;-25,043414;-25,059796;569,100;-48,553642;-48,561727
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;2;569,100;-25,059796;-25,050587;566,601;-48,561727;-48,549410
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;3;566,600;-25,050587;-25,047335;565,851;-48,549410;-48,544886
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;2;565,850;-25,047335;-25,019606;560,801;-48,544886;-48,515071
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;3;560,800;-25,019606;-25,005731;558,801;-48,515071;-48,507804
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;2;558,800;-25,005731;-24,968772;552,316;-48,507804;-48,484152
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;3;552,315;-24,968798;-24,967641;552,001;-48,484097;-48,481194
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;2;552,000;-24,967641;-24,966358;549,266;-48,481194;-48,460898
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;3;549,265;-24,966318;-24,967389;548,201;-48,460850;-48,452491
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;2;548,200;-24,967389;-24,120976;361,521;-48,452491;-47,268246
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;3;361,520;-24,120976;-24,028182;343,491;-47,268246;-47,175007
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;2;343,490;-24,028182;-24,020203;342,461;-47,175007;-47,171325
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;3;342,460;-24,020203;-24,008881;340,631;-47,171325;-47,160276
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;2;340,630;-24,007730;-24,008430;340,561;-47,159494;-47,159851
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;3;340,560;-24,008430;-23,977880;336,341;-47,159851;-47,144234
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;2;336,340;-23,977880;-23,877039;311,436;-47,144234;-46,967644
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;3;311,435;-23,877305;-23,870422;310,191;-46,967858;-46,959019
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;2;310,190;-23,870422;-23,847555;306,601;-46,959019;-46,937824
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;3;306,600;-23,847555;-23,826735;303,741;-46,937824;-46,926008
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;2;303,740;-23,826735;-23,817883;302,701;-46,926008;-46,924187
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;3;302,700;-23,817883;-23,800798;300,341;-46,924187;-46,916538
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;2;300,340;-23,800798;-23,799643;300,201;-46,916538;-46,915929
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;3;300,200;-23,799643;-23,789620;299,001;-46,915929;-46,914224
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;2;271,500;-23,611565;-23,610972;271,401;-46,775926;-46,774641
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;3;271,400;-23,610972;-23,607813;268,900;-46,774641;-46,752180
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Crescente;Dupla;3;0,000;-25,060038;-25,062885;0,900;-48,562347;-48,569165
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Crescente;Dupla;2;0,901;-25,062885;-25,083337;8,360;-48,569165;-48,631697
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Crescente;Dupla;3;8,361;-25,083337;-25,083330;8,825;-48,631697;-48,631950
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Crescente;Dupla;2;8,826;-25,083330;-25,101716;31,000;-48,631950;-48,831098
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Crescente;Dupla;3;31,001;-25,101716;-25,105185;32,161;-48,831098;-48,841778
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Crescente;Dupla;2;32,162;-25,105185;-25,131586;35,900;-48,841778;-48,857319
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Crescente;Dupla;3;35,901;-25,131586;-25,136133;36,400;-48,857319;-48,857146
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Crescente;Dupla;2;36,401;-25,136133;-25,181872;42,730;-48,857146;-48,882797
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Crescente;Dupla;2;0,000;-25,345555;-25,388970;18,500;-49,044907;-49,198031
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Decrescente;Dupla;2;18,500;-25,389027;-25,345555;0,000;-49,198033;-49,044907
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Decrescente;Dupla;2;71,100;-25,344301;-25,176091;41,426;-49,043480;-48,872793
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Decrescente;Dupla;3;41,425;-25,176091;-25,173187;40,801;-48,872793;-48,867925
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Decrescente;Dupla;2;40,800;-25,173187;-25,166097;39,901;-48,867925;-48,863882
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Decrescente;Dupla;3;39,900;-25,166097;-25,147360;37,701;-48,863882;-48,858874
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Decrescente;Dupla;2;37,700;-25,147360;-25,143757;31,301;-48,858874;-48,857174
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Decrescente;Dupla;3;31,300;-25,108105;-25,110512;29,701;-48,830570;-48,816244
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Decrescente;Dupla;2;29,700;-25,110512;-25,111122;28,001;-48,816244;-48,802120
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Decrescente;Dupla;3;28,000;-25,111122;-25,109904;27,301;-48,802120;-48,795749
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Decrescente;Dupla;2;27,300;-25,109904;-25,109353;26,231;-48,795749;-48,786360
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Decrescente;Dupla;3;26,230;-25,109489;-25,111606;25,601;-48,786245;-48,780735
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Decrescente;Dupla;2;25,600;-25,111606;-25,111677;25,361;-48,780735;-48,778358
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Decrescente;Dupla;3;25,360;-25,111677;-25,111875;24,701;-48,778358;-48,771786
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Decrescente;Dupla;2;24,700;-25,111875;-25,060032;0,000;-48,771786;-48,562334
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;342,901;-24,023862;-24,025908;343,160;-47,172883;-47,173164
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;343,161;-24,025908;-24,051641;347,680;-47,173164;-47,202175
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;425,901;-24,385393;-24,386389;426,060;-47,715432;-47,716077
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;426,061;-24,386389;-24,386688;426,100;-47,716077;-47,716411
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;426,551;-24,387688;-24,391591;427,120;-47,720588;-47,723495
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;427,121;-24,391591;-24,394428;427,580;-47,723495;-47,725727
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;3;271,800;-23,612624;-23,611565;271,501;-46,778678;-46,775926
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;Dupla;2;299,000;-23,789620;-23,612624;271,801;-46,914224;-46,778678
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;3;340,501;-24,007784;-24,011857;341,380;-47,159654;-47,166131
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;Dupla;2;341,381;-24,011857;-24,023862;342,900;-47,166131;-47,172883
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Crescente;Dupla;3;42,731;-25,181872;-25,191438;44,030;-48,882797;-48,885415
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Crescente;Dupla;2;44,031;-25,191438;-25,344301;71,100;-48,885415;-49,043480
CONCEBRA;2017;BR-60/GO;Decrescente;Dupla;3;76,071;-16,282600;-16,296847;78,030;-48,793400;-48,804112
CONCEBRA;2017;BR-60/GO;Decrescente;Dupla;2;78,031;-16,296847;-16,412668;104,200;-48,804112;-49,003691
CONCEBRA;2017;BR-60/GO;Decrescente;Dupla;3;104,201;-16,412668;-16,418490;105,300;-49,003691;-49,010450
CONCEBRA;2017;BR-60/GO;Decrescente;Dupla;2;105,301;-16,418490;-16,484800;118,050;-49,010450;-49,093460
CONCEBRA;2017;BR-60/GO;Decrescente;Dupla;3;118,051;-16,484800;-16,499916;119,740;-49,093460;-49,108437
CONCEBRA;2017;BR-60/GO;Decrescente;Dupla;2;119,741;-16,499916;-16,581580;133,200;-49,108437;-49,179880
CONCEBRA;2017;BR-60/GO;Decrescente;Dupla;3;133,201;-16,581580;-16,589900;135,200;-49,179880;-49,194700
CONCEBRA;2017;BR-60/GO;Decrescente;Dupla;2;135,201;-16,589900;-16,620740;139,000;-49,194700;-49,206350
CONCEBRA;2017;BR-153/GO;Crescente;Dupla;3;490,000;-16,620741;-16,726600;503,540;-49,206376;-49,241200
CONCEBRA;2017;BR-153/GO;Decrescente;Dupla;3;490,000;-16,620740;-16,839840;515,650;-49,206350;-49,244729
CONCEBRA;2017;BR-153/GO;Crescente;Dupla;3;503,541;-16,731821;-16,834430;515,100;-49,243756;-49,243956
CONCEBRA;2017;BR-153/GO;Crescente;Dupla;2;515,101;-16,834430;-17,151584;552,240;-49,243956;-49,215418
CONCEBRA;2017;BR-153/GO;Decrescente;Dupla;2;515,651;-16,840042;-17,064870;542,050;-49,244832;-49,225020
CONCEBRA;2017;BR-153/GO;Decrescente;Dupla;3;542,051;-17,064870;-17,071096;542,710;-49,225020;-49,223897
CONCEBRA;2017;BR-153/GO;Decrescente;Dupla;2;542,711;-17,071096;-18,417878;703,900;-49,223897;-49,194372
CONCEBRA;2017;BR-153/GO;Crescente;Dupla;3;552,241;-17,151230;-17,159500;553,050;-49,215446;-49,213600
CONCEBRA;2017;BR-153/GO;Crescente;Dupla;2;553,051;-17,159500;-18,417871;703,900;-49,213600;-49,194473
CONCEBRA;2017;BR-153/MG;Decrescente;Dupla;2;0,000;-18,417878;-18,874202;57,600;-49,194372;-49,059393
CONCEBRA;2017;BR-153/MG;Crescente;Dupla;2;0,000;-18,417871;-18,874270;57,600;-49,194473;-49,059574
CONCEBRA;2017;BR-153/MG;Decrescente;Dupla;2;57,601;-18,874202;-18,887995;59,210;-49,059393;-49,050880
CONCEBRA;2017;BR-153/MG;Crescente;Dupla;2;57,601;-18,874270;-18,888000;59,210;-49,059574;-49,050900
CONCEBRA;2017;BR-153/MG;Decrescente;Simples;1;59,211;-18,887995;-20,305285;246,700;-49,050880;-49,207355
CONCEBRA;2017;BR-153/MG;Crescente;Simples;1;59,211;-18,888000;-20,305271;246,700;-49,050900;-49,207470
CONCEBRA;2017;BR-262/MG;Decrescente;Dupla;2;353,000;-19,988033;-19,879810;436,600;-44,198811;-44,917213
CONCEBRA;2017;BR-262/MG;Crescente;Dupla;2;353,000;-19,987394;-19,879631;436,600;-44,198498;-44,917049
CONCEBRA;2017;BR-262/MG;Decrescente;Dupla;2;436,601;-19,879810;-19,862077;446,500;-44,917213;-45,002083
CONCEBRA;2017;BR-262/MG;Crescente;Dupla;2;436,601;-19,879631;-19,862010;446,500;-44,917049;-45,002045
CONCEBRA;2017;BR-262/MG;Decrescente;Simples;1;446,501;-19,862077;-19,717356;779,400;-45,002083;-47,709572
CONCEBRA;2017;BR-262/MG;Crescente;Simples;1;446,501;-19,862010;-19,717268;779,400;-45,002045;-47,709610
CONCEBRA;2017;BR-262/MG;Decrescente;Simples;1;779,401;-19,717356;-19,763605;797,000;-47,709572;-47,861076
CONCEBRA;2017;BR-262/MG;Crescente;Simples;1;779,401;-19,717268;-19,763564;797,000;-47,709610;-47,861081
